User_ID,ISBN,RentAmount,Quantity,Date
gkolodziej22,905522033-7,30,3,23/11/2016
vipgrave18,354312500-1,7,1,04/12/2021
aholstein19,868895168-3,33,2,07/04/2017
whinckes1a,053949732-0,22,1,17/12/2019
yprangnell1b,063293067-5,10,6,10/09/2018
fadamec1c,880753055-4,32,3,26/02/2015
cwahncke1d,578236455-6,4,7,13/12/2020
mhearson1e,950658087-1,22,1,03/02/2016
wlegerton1f,983790551-4,7,3,06/06/2015
vipgrave18,549270956-9,36,5,09/06/2017
aholstein19,354312500-1,7,3,13/01/2022
whinckes1a,868895168-3,33,2,13/02/2016
yprangnell1b,053949732-0,22,2,13/05/2016
fadamec1c,063293067-5,10,5,17/09/2019
cwahncke1d,880753055-4,32,5,17/10/2020
mhearson1e,578236455-6,4,7,20/04/2018
wlegerton1f,950658087-1,22,6,07/02/2018
vipgrave18,983790551-4,7,4,24/07/2020
aholstein19,549270956-9,36,6,14/12/2020
whinckes1a,354312500-1,7,1,24/01/2017
yprangnell1b,868895168-3,33,6,07/09/2020
fadamec1c,053949732-0,22,4,20/11/2016
cwahncke1d,063293067-5,10,2,02/12/2021
mhearson1e,880753055-4,32,2,14/09/2020
wlegerton1f,578236455-6,4,4,17/10/2018
vipgrave18,950658087-1,22,1,28/05/2016
aholstein19,983790551-4,7,3,08/07/2019
whinckes1a,549270956-9,36,3,29/01/2017
yprangnell1b,354312500-1,7,3,11/03/2016
fadamec1c,868895168-3,33,6,30/10/2015
cwahncke1d,053949732-0,22,3,29/10/2020
mhearson1e,063293067-5,10,6,04/05/2015
wlegerton1f,880753055-4,32,7,20/03/2017
jmandres1r,578236455-6,4,3,02/11/2018
rfebvre1s,950658087-1,22,5,23/01/2020
arudwell1t,983790551-4,7,4,10/11/2015
dbrittle1u,549270956-9,36,6,09/07/2016
jnoury1v,950658087-1,22,4,03/11/2016
mshedden1w,983790551-4,7,3,01/01/2019
tlasslett1x,549270956-9,36,2,30/03/2020
lgrigson1y,616534758-4,23,3,20/06/2021
skop1z,831881983-7,45,2,03/12/2021
bsouthby20,647975968-0,17,5,05/09/2021
pmarkie21,767557986-0,8,5,02/03/2021
jmandres1r,350631498-X,27,7,13/01/2022
rfebvre1s,534934488-9,9,3,22/07/2016
arudwell1t,950658087-1,22,7,12/08/2021
dbrittle1u,983790551-4,7,2,04/07/2020
jnoury1v,549270956-9,36,6,17/12/2018
mshedden1w,616534758-4,23,5,02/07/2021
tlasslett1x,831881983-7,45,3,13/12/2020
lgrigson1y,647975968-0,17,5,10/08/2019
skop1z,767557986-0,8,5,04/05/2015
bsouthby20,350631498-X,27,2,30/05/2015
pmarkie21,534934488-9,9,2,12/12/2016
jmandres1r,950658087-1,22,2,06/11/2019
rfebvre1s,983790551-4,7,1,08/10/2018
arudwell1t,549270956-9,36,3,17/12/2017
dbrittle1u,616534758-4,23,5,28/09/2020
jnoury1v,831881983-7,45,7,03/01/2018
mshedden1w,647975968-0,17,3,05/08/2018
tlasslett1x,767557986-0,8,3,23/10/2019
lgrigson1y,350631498-X,27,4,07/04/2020
skop1z,534934488-9,9,6,06/01/2015
bsouthby20,950658087-1,22,7,19/02/2018
pmarkie21,983790551-4,7,1,19/06/2019
jmandres1r,549270956-9,36,3,09/11/2020
rfebvre1s,616534758-4,23,1,20/06/2019
arudwell1t,831881983-7,45,1,20/12/2018
dbrittle1u,647975968-0,17,5,14/03/2022
jnoury1v,767557986-0,8,2,10/09/2018
mshedden1w,350631498-X,27,6,24/03/2015
tlasslett1x,534934488-9,9,7,22/02/2018
lgrigson1y,950658087-1,22,4,01/03/2020
skop1z,983790551-4,7,5,03/01/2016
bsouthby20,549270956-9,36,2,17/07/2019
pmarkie21,616534758-4,23,3,07/01/2022
jmandres1r,831881983-7,45,4,19/11/2017
rfebvre1s,647975968-0,17,3,14/12/2019
arudwell1t,767557986-0,8,2,03/07/2015
dbrittle1u,350631498-X,27,7,02/04/2015
jnoury1v,534934488-9,9,6,27/10/2016
mshedden1w,647975968-0,17,1,24/04/2017
tlasslett1x,767557986-0,8,2,09/07/2017
lgrigson1y,647975968-0,17,4,12/05/2015
skop1z,767557986-0,8,3,13/02/2019
bsouthby20,647975968-0,17,5,26/03/2018
pmarkie21,767557986-0,8,4,18/02/2022
srisdall1g,647975968-0,17,4,03/02/2020
gcanet1h,767557986-0,8,5,07/05/2020
ukolakovic1i,647975968-0,17,7,10/09/2020
cpeagrim1j,767557986-0,8,6,14/08/2021
adabels1k,983790551-4,7,5,20/02/2018
sleaming1l,549270956-9,36,2,11/12/2019
srisdall1g,616534758-4,23,7,05/02/2019
gcanet1h,831881983-7,45,2,26/07/2015
ukolakovic1i,983790551-4,7,7,26/12/2017
cpeagrim1j,549270956-9,36,2,07/06/2019
adabels1k,616534758-4,23,2,28/11/2017
sleaming1l,831881983-7,45,1,12/05/2016
srisdall1g,983790551-4,7,4,06/12/2017
gcanet1h,549270956-9,36,4,28/10/2017
ukolakovic1i,616534758-4,23,6,07/09/2016
cpeagrim1j,831881983-7,45,1,24/10/2021
adabels1k,549270956-9,36,1,19/04/2016
sleaming1l,616534758-4,23,4,04/08/2019
adabels1k,063293067-5,10,5,14/08/2016
sleaming1l,880753055-4,32,2,15/01/2019
lbraksper1m,578236455-6,4,2,20/12/2019
hcroot1n,950658087-1,22,7,01/06/2017
pmccann1o,983790551-4,7,4,06/09/2018
ojaram1p,549270956-9,36,2,10/03/2022
vipgrave18,136665895-7,32,7,04/06/2015
aholstein19,854606747-3,21,6,25/03/2018
whinckes1a,036984056-9,40,2,08/12/2021
yprangnell1b,976237300-6,1,7,07/02/2021
vipgrave18,549696189-0,11,6,29/04/2019
aholstein19,354312500-1,7,3,22/05/2019
whinckes1a,868895168-3,33,1,19/01/2016
yprangnell1b,136665895-7,32,5,17/03/2015
vipgrave18,854606747-3,21,3,16/09/2019
aholstein19,036984056-9,40,5,25/09/2017
whinckes1a,976237300-6,1,1,10/05/2021
yprangnell1b,549696189-0,11,2,01/07/2021
vipgrave18,354312500-1,7,7,28/08/2018
aholstein19,868895168-3,33,4,24/02/2018
whinckes1a,136665895-7,32,6,22/01/2019
yprangnell1b,854606747-3,21,7,02/11/2021
vipgrave18,036984056-9,40,4,19/07/2016
aholstein19,976237300-6,1,5,16/09/2021
whinckes1a,549696189-0,11,5,30/08/2018
yprangnell1b,354312500-1,7,4,02/08/2019
yprangnell1b,868895168-3,33,2,22/09/2015
vipgrave18,136665895-7,32,3,13/02/2018
aholstein19,854606747-3,21,5,22/05/2017
whinckes1a,036984056-9,40,6,19/10/2015
yprangnell1b,976237300-6,1,6,28/09/2021
vipgrave18,549696189-0,11,1,02/10/2020
aholstein19,354312500-1,7,4,04/03/2020
whinckes1a,868895168-3,33,6,23/03/2019
yprangnell1b,136665895-7,32,1,11/08/2021
vipgrave18,854606747-3,21,7,15/12/2016
aholstein19,036984056-9,40,6,12/11/2021
whinckes1a,976237300-6,1,2,09/04/2018
yprangnell1b,549696189-0,11,6,26/09/2016
vipgrave18,354312500-1,7,4,08/08/2015
aholstein19,868895168-3,33,3,13/06/2017
whinckes1a,549696189-0,11,5,26/12/2020
vipgrave18,028735423-7,24,7,26/06/2017
aholstein19,181026538-X,35,1,06/01/2022
whinckes1a,305684314-6,48,1,30/09/2016
yprangnell1b,035793455-5,6,4,08/03/2021
fadamec1c,136665895-7,32,6,29/10/2020
cwahncke1d,854606747-3,21,6,12/05/2018
mhearson1e,036984056-9,40,1,15/05/2021
wlegerton1f,976237300-6,1,1,10/04/2019
srisdall1g,549696189-0,11,3,14/11/2020
gcanet1h,354312500-1,7,6,02/05/2019
ukolakovic1i,868895168-3,33,2,19/02/2016
cpeagrim1j,053949732-0,22,2,16/07/2016
adabels1k,063293067-5,10,1,13/09/2018
sleaming1l,880753055-4,32,1,22/07/2015
lbraksper1m,578236455-6,4,1,14/11/2018
hcroot1n,950658087-1,22,5,15/06/2018
pmccann1o,983790551-4,7,2,22/09/2021
ojaram1p,549270956-9,36,3,05/05/2019
foverton1q,616534758-4,23,7,03/04/2021
jmandres1r,831881983-7,45,2,24/02/2022
rfebvre1s,647975968-0,17,1,24/12/2018
arudwell1t,767557986-0,8,5,04/06/2018
dbrittle1u,350631498-X,27,5,17/10/2018
jnoury1v,534934488-9,9,3,04/05/2016
mshedden1w,738058717-X,8,4,04/10/2021
tlasslett1x,371752263-9,32,5,19/03/2017
lgrigson1y,585015405-1,15,4,09/10/2020
skop1z,651140998-8,42,1,04/03/2021
bsouthby20,032639433-8,47,4,05/12/2015
pmarkie21,132496288-7,29,5,04/11/2019
gkolodziej22,905522033-7,30,1,19/12/2018
fadamec1c,136665895-7,32,6,01/12/2015
cwahncke1d,854606747-3,21,7,12/10/2016
mhearson1e,036984056-9,40,4,26/02/2017
wlegerton1f,976237300-6,1,2,11/06/2021
srisdall1g,549696189-0,11,7,02/10/2018
gcanet1h,354312500-1,7,6,28/06/2019
ukolakovic1i,868895168-3,33,6,03/11/2017
adabels1k,063293067-5,10,7,22/05/2019
sleaming1l,880753055-4,32,1,23/02/2021
lbraksper1m,578236455-6,4,3,27/12/2019
hcroot1n,950658087-1,22,2,17/06/2017
pmccann1o,983790551-4,7,4,01/05/2021
ojaram1p,549270956-9,36,4,06/01/2016
foverton1q,616534758-4,23,3,20/01/2021
jmandres1r,831881983-7,45,4,29/08/2020
ojaram1p,578236455-6,4,7,21/07/2020
foverton1q,950658087-1,22,4,19/06/2021
jmandres1r,983790551-4,7,3,14/06/2021
ojaram1p,549270956-9,36,7,06/08/2019
foverton1q,616534758-4,23,4,23/05/2018
jmandres1r,831881983-7,45,5,31/12/2021
ojaram1p,578236455-6,4,6,05/12/2017
foverton1q,950658087-1,22,6,31/08/2018
jmandres1r,983790551-4,7,1,17/01/2022
ojaram1p,549270956-9,36,7,13/08/2018
foverton1q,616534758-4,23,7,25/05/2017
jmandres1r,831881983-7,45,6,24/04/2015
ojaram1p,578236455-6,4,6,01/01/2018
foverton1q,950658087-1,22,2,02/06/2019
jmandres1r,983790551-4,7,2,09/09/2020
ojaram1p,549270956-9,36,3,05/04/2018
foverton1q,616534758-4,23,7,03/02/2015
jmandres1r,831881983-7,45,7,11/04/2015
gcanet1h,831881983-7,45,2,13/01/2022
ukolakovic1i,647975968-0,17,7,16/05/2018
cpeagrim1j,767557986-0,8,1,14/08/2017
adabels1k,350631498-X,27,4,20/01/2021
gcanet1h,534934488-9,9,5,17/01/2017
ukolakovic1i,647975968-0,17,4,31/03/2022
cpeagrim1j,767557986-0,8,4,08/09/2017
adabels1k,647975968-0,17,4,25/03/2020
gcanet1h,767557986-0,8,7,31/07/2015
ukolakovic1i,831881983-7,45,3,23/01/2017
cpeagrim1j,647975968-0,17,1,30/03/2020
adabels1k,767557986-0,8,5,26/04/2017
gcanet1h,350631498-X,27,5,17/03/2016
ukolakovic1i,534934488-9,9,1,20/04/2022
cpeagrim1j,647975968-0,17,6,22/01/2018
adabels1k,767557986-0,8,6,16/07/2015
gcanet1h,647975968-0,17,2,17/01/2021
ukolakovic1i,767557986-0,8,3,22/11/2015
cpeagrim1j,028735423-7,24,5,30/01/2020
adabels1k,181026538-X,35,3,08/02/2017
adabels1k,305684314-6,48,1,27/07/2020
gcanet1h,035793455-5,6,3,05/11/2015
ukolakovic1i,136665895-7,32,3,06/03/2018
cpeagrim1j,854606747-3,21,3,30/03/2018
adabels1k,036984056-9,40,7,05/08/2019
gcanet1h,976237300-6,1,1,01/01/2020
ukolakovic1i,549696189-0,11,4,16/08/2016
