User_ID,ISBN,RentAmount,Quantity,Date
aprobbint,027205484-4,3,4,31/03/2009
gtrussu,674244797-4,6,6,17/11/2009
spercyv,794740396-1,5,2,05/01/2004
bmerrimanw,787958305-X,2,4,09/01/2010
lwarlowex,802353308-8,7,6,16/08/2001
tnorthagey,252891833-X,2,4,31/12/2006
afarmerz,757425460-5,8,3,24/10/2009
lelphinstone10,069692414-5,8,6,02/09/2020
cmordon11,323011846-4,7,2,21/07/2000
yrawls12,622476029-2,5,4,15/11/2019
ddelacroux13,924101654-X,5,6,01/08/2002
dbeckham14,775623506-1,4,4,21/01/2020
amurkitt15,483439354-2,4,6,01/10/2012
bchazette16,085794653-6,7,4,06/03/2021
gkydd17,289750471-4,5,5,19/04/2008
ddelacroux13,381695710-2,7,6,01/08/2002
dbeckham14,561432384-8,8,1,21/01/2020
amurkitt15,088004097-1,3,4,01/10/2012
bchazette16,027205484-4,8,3,06/03/2021
gkydd17,674244797-4,9,1,19/04/2008
ddelacroux13,794740396-1,2,1,01/08/2002
dbeckham14,381695710-2,3,2,21/01/2020
amurkitt15,561432384-8,2,4,01/10/2012
bchazette16,088004097-1,3,6,06/03/2021
gkydd17,027205484-4,4,4,19/04/2008
ddelacroux13,674244797-4,3,5,01/08/2002
dbeckham14,794740396-1,1,5,21/01/2020
amurkitt15,381695710-2,5,4,01/10/2012
bchazette16,561432384-8,4,6,06/03/2021
gkydd17,088004097-1,3,4,19/04/2008
gmacnallyh,027205484-4,9,6,04/08/2012
lbohjei,674244797-4,6,2,09/02/2014
bhinkesj,794740396-1,9,1,11/10/2011
acrimk,742281678-3,2,2,25/06/2010
chonschl,014433655-3,1,2,17/05/2011
jservantm,066881290-7,1,3,30/03/2018
rnorthbridgen,438393961-9,2,1,23/12/2012
rnorthbridgen,995337648-4,2,1,23/12/2012
rnorthbridgen,967177836-4,6,5,23/12/2012
rnorthbridgen,592521965-1,6,2,23/12/2012
rnorthbridgen,742281678-3,5,4,23/12/2012
rnorthbridgen,014433655-3,9,4,23/12/2012
rnorthbridgen,066881290-7,7,5,23/12/2012
rnorthbridgen,438393961-9,5,1,23/12/2012
rnorthbridgen,995337648-4,2,2,23/12/2012
aleftwichd,967177836-4,4,4,08/02/2016
tlestrangee,592521965-1,4,5,17/07/2012
jyoutheadf,592521965-1,7,4,08/11/2017
aabramovicig,592521965-1,9,5,12/08/2020
aleftwichd,469929970-9,7,1,08/02/2016
tlestrangee,592521965-1,8,1,17/07/2012
jyoutheadf,469929970-9,6,1,08/11/2017
aabramovicig,592521965-1,8,6,12/08/2020
aleftwichd,469929970-9,7,5,08/02/2016
tlestrangee,592521965-1,4,3,17/07/2012
aleftwichd,469929970-9,8,2,08/02/2016
tlestrangee,592521965-1,7,5,17/07/2012
jyoutheadf,469929970-9,4,6,08/11/2017
aabramovicig,592521965-1,6,5,12/08/2020
aleftwichd,469929970-9,4,6,08/02/2016
tlestrangee,592521965-1,8,5,17/07/2012
jyoutheadf,469929970-9,7,2,08/11/2017
ahaggart9,592521965-1,2,3,10/08/2010
kwateridgea,469929970-9,1,2,17/09/2011
mmattingsonb,913875266-2,8,1,10/06/2014
ljosskovizc,925102302-6,8,6,28/05/2016
ahaggart9,295726978-3,4,1,10/08/2010
kwateridgea,877941969-0,7,2,17/09/2011
mmattingsonb,592521965-1,5,5,10/06/2014
ljosskovizc,469929970-9,7,3,28/05/2016
ahaggart9,913875266-2,6,1,10/08/2010
kwateridgea,925102302-6,3,3,17/09/2011
mmattingsonb,295726978-3,5,2,10/06/2014
ljosskovizc,877941969-0,2,3,28/05/2016
ahaggart9,592521965-1,9,2,10/08/2010
kwateridgea,469929970-9,3,6,17/09/2011
mmattingsonb,913875266-2,8,3,10/06/2014
ljosskovizc,925102302-6,7,1,28/05/2016
bhinkesj,295726978-3,7,6,11/10/2011
acrimk,877941969-0,8,6,25/06/2010
chonschl,742281678-3,7,5,17/05/2011
jservantm,014433655-3,9,6,30/03/2018
rnorthbridgen,066881290-7,2,4,23/12/2012
rearwickero,438393961-9,1,4,19/07/2014
bmacgrayp,995337648-4,5,5,30/06/2009
jlindemannq,967177836-4,6,4,08/07/2007
hfendlowr,592521965-1,4,6,23/03/2012
ksevernss,469929970-9,2,6,01/03/2016
aprobbint,913875266-2,4,1,31/03/2009
gtrussu,925102302-6,6,4,17/11/2009
spercyv,295726978-3,4,6,05/01/2004
bmerrimanw,877941969-0,3,5,09/01/2010
lwarlowex,249784025-3,5,3,16/08/2001
tnorthagey,820216036-7,8,3,31/12/2006
afarmerz,370251093-1,9,1,24/10/2009
bhinkesj,273493707-7,9,4,11/10/2011
acrimk,965444027-X,6,6,25/06/2010
chonschl,381695710-2,7,5,17/05/2011
jservantm,561432384-8,1,3,30/03/2018
rnorthbridgen,088004097-1,2,6,23/12/2012
rearwickero,027205484-4,6,5,19/07/2014
bmacgrayp,674244797-4,1,6,30/06/2009
jlindemannq,794740396-1,1,5,08/07/2007
hfendlowr,787958305-X,1,4,23/03/2012
ksevernss,802353308-8,2,1,01/03/2016
aprobbint,252891833-X,5,1,31/03/2009
gtrussu,757425460-5,4,4,17/11/2009
spercyv,069692414-5,3,2,05/01/2004
bmerrimanw,323011846-4,3,3,09/01/2010
lwarlowex,622476029-2,8,1,16/08/2001
tnorthagey,924101654-X,8,4,31/12/2006
afarmerz,775623506-1,2,3,24/10/2009
bhinkesj,483439354-2,6,2,11/10/2011
acrimk,085794653-6,4,2,25/06/2010
chonschl,913875266-2,3,3,17/05/2011
jservantm,925102302-6,7,2,30/03/2018
rnorthbridgen,295726978-3,4,1,23/12/2012
rearwickero,877941969-0,3,6,19/07/2014
bmacgrayp,249784025-3,7,4,30/06/2009
jlindemannq,820216036-7,1,1,08/07/2007
hfendlowr,370251093-1,9,2,23/03/2012
ksevernss,273493707-7,7,2,01/03/2016
aprobbint,913875266-2,8,5,31/03/2009
gtrussu,925102302-6,4,1,17/11/2009
spercyv,295726978-3,5,2,05/01/2004
bmerrimanw,877941969-0,9,6,09/01/2010
lwarlowex,249784025-3,8,3,16/08/2001
tnorthagey,820216036-7,2,4,31/12/2006
afarmerz,370251093-1,5,2,24/10/2009
bhinkesj,273493707-7,1,1,11/10/2011
acrimk,088004097-1,2,5,25/06/2010
chonschl,027205484-4,9,5,17/05/2011
jservantm,674244797-4,3,3,30/03/2018
rnorthbridgen,794740396-1,4,6,23/12/2012
rearwickero,787958305-X,4,3,19/07/2014
bmacgrayp,802353308-8,8,5,30/06/2009
jlindemannq,252891833-X,3,3,08/07/2007
hfendlowr,757425460-5,5,3,23/03/2012
ksevernss,069692414-5,6,2,01/03/2016
aprobbint,323011846-4,7,3,31/03/2009
gtrussu,622476029-2,3,6,17/11/2009
spercyv,924101654-X,3,2,05/01/2004
bmerrimanw,775623506-1,4,1,09/01/2010
lwarlowex,483439354-2,2,1,16/08/2001
tnorthagey,085794653-6,1,5,31/12/2006
afarmerz,289750471-4,1,1,24/10/2009
ahaggart9,742281678-3,6,6,10/08/2010
kwateridgea,014433655-3,2,3,17/09/2011
mmattingsonb,066881290-7,7,3,10/06/2014
ljosskovizc,742281678-3,1,4,28/05/2016
aleftwichd,014433655-3,8,3,08/02/2016
tlestrangee,066881290-7,3,2,17/07/2012
jyoutheadf,742281678-3,1,1,08/11/2017
aabramovicig,014433655-3,6,5,12/08/2020
gmacnallyh,066881290-7,4,1,04/08/2012
lbohjei,742281678-3,5,1,09/02/2014
bhinkesj,014433655-3,6,4,11/10/2011
acrimk,066881290-7,6,6,25/06/2010
chonschl,742281678-3,6,3,17/05/2011
jservantm,014433655-3,5,4,30/03/2018
rnorthbridgen,066881290-7,6,1,23/12/2012
rearwickero,742281678-3,8,5,19/07/2014
bmacgrayp,014433655-3,7,6,30/06/2009
jlindemannq,066881290-7,4,2,08/07/2007
hfendlowr,742281678-3,4,1,23/03/2012
gtrussu,014433655-3,2,5,17/11/2009
spercyv,066881290-7,1,3,05/01/2004
bmerrimanw,742281678-3,9,5,09/01/2010
lwarlowex,014433655-3,6,4,16/08/2001
tnorthagey,066881290-7,1,3,31/12/2006
afarmerz,925102302-6,4,5,24/10/2009
lelphinstone10,295726978-3,6,2,02/09/2020
cmordon11,877941969-0,2,4,21/07/2000
yrawls12,249784025-3,7,2,15/11/2019
gtrussu,820216036-7,3,1,17/11/2009
spercyv,370251093-1,8,4,05/01/2004
bmerrimanw,273493707-7,7,1,09/01/2010
lwarlowex,965444027-X,7,2,16/08/2001
tnorthagey,381695710-2,4,1,31/12/2006
afarmerz,561432384-8,9,4,24/10/2009
lelphinstone10,925102302-6,8,2,02/09/2020
cmordon11,295726978-3,3,2,21/07/2000
yrawls12,877941969-0,5,1,15/11/2019
gtrussu,249784025-3,9,6,17/11/2009
spercyv,820216036-7,3,3,05/01/2004
bmerrimanw,370251093-1,2,4,09/01/2010
lwarlowex,273493707-7,1,6,16/08/2001
tnorthagey,965444027-X,2,2,31/12/2006
afarmerz,381695710-2,3,5,24/10/2009
lelphinstone10,561432384-8,5,1,02/09/2020
cmordon11,925102302-6,5,4,21/07/2000
yrawls12,295726978-3,3,2,15/11/2019
gtrussu,877941969-0,4,6,17/11/2009
spercyv,249784025-3,2,1,05/01/2004
bmerrimanw,820216036-7,6,2,09/01/2010
lwarlowex,370251093-1,8,2,16/08/2001
tnorthagey,273493707-7,4,1,31/12/2006
afarmerz,965444027-X,1,2,24/10/2009
lelphinstone10,381695710-2,9,2,02/09/2020
cmordon11,561432384-8,5,2,21/07/2000
yrawls12,088004097-1,1,4,15/11/2019
chonschl,027205484-4,2,4,17/05/2011
jservantm,674244797-4,3,3,30/03/2018
rnorthbridgen,794740396-1,1,2,23/12/2012
rearwickero,787958305-X,5,1,19/07/2014
bmacgrayp,802353308-8,9,5,30/06/2009
jlindemannq,252891833-X,8,3,08/07/2007
hfendlowr,757425460-5,6,3,23/03/2012
ksevernss,088004097-1,9,5,01/03/2016
chonschl,027205484-4,7,4,17/05/2011
jservantm,674244797-4,9,6,30/03/2018
rnorthbridgen,794740396-1,3,3,23/12/2012
rearwickero,787958305-X,7,4,19/07/2014
bmacgrayp,802353308-8,8,5,30/06/2009
jlindemannq,252891833-X,5,1,08/07/2007
hfendlowr,757425460-5,8,6,23/03/2012
ksevernss,088004097-1,1,5,01/03/2016
chonschl,027205484-4,2,6,17/05/2011
jservantm,674244797-4,3,3,30/03/2018
rnorthbridgen,794740396-1,5,2,23/12/2012
rearwickero,787958305-X,6,5,19/07/2014
bmacgrayp,802353308-8,5,1,30/06/2009
jlindemannq,252891833-X,8,2,08/07/2007
hfendlowr,757425460-5,9,1,23/03/2012
ksevernss,742281678-3,9,4,01/03/2016
chonschl,014433655-3,9,5,17/05/2011
jservantm,066881290-7,4,6,30/03/2018
rnorthbridgen,438393961-9,9,4,23/12/2012
rearwickero,995337648-4,6,5,19/07/2014
bmacgrayp,967177836-4,4,2,30/06/2009
jlindemannq,592521965-1,1,4,08/07/2007
hfendlowr,469929970-9,6,6,23/03/2012
ksevernss,913875266-2,3,5,01/03/2016
chonschl,925102302-6,9,3,17/05/2011
jservantm,295726978-3,8,4,30/03/2018
rnorthbridgen,877941969-0,6,6,23/12/2012
rearwickero,249784025-3,8,5,19/07/2014
bmacgrayp,820216036-7,1,3,30/06/2009
jlindemannq,370251093-1,1,2,08/07/2007
hfendlowr,273493707-7,4,5,23/03/2012
ksevernss,965444027-X,8,6,01/03/2016
bmacgrayp,381695710-2,1,5,30/06/2009
jlindemannq,925102302-6,3,3,08/07/2007
hfendlowr,295726978-3,3,4,23/03/2012
ksevernss,877941969-0,9,2,01/03/2016
gtrussu,925102302-6,8,6,30/03/2018
spercyv,295726978-3,3,6,23/12/2012
bmerrimanw,877941969-0,5,6,19/07/2014
lwarlowex,249784025-3,5,6,30/06/2009
tnorthagey,820216036-7,5,2,08/07/2007
afarmerz,370251093-1,2,4,23/03/2012
bhinkesj,273493707-7,5,3,01/03/2016
acrimk,088004097-1,8,5,31/03/2009
ksevernss,622476029-2,7,3,17/11/2009
chonschl,924101654-X,7,1,05/01/2004
ksevernss,775623506-1,9,1,21/07/2000
chonschl,483439354-2,7,5,15/11/2019
ksevernss,085794653-6,8,5,01/08/2002
chonschl,289750471-4,2,5,21/01/2020
ksevernss,742281678-3,9,6,01/10/2012
chonschl,014433655-3,4,3,06/03/2021
ksevernss,066881290-7,9,1,19/04/2008
chonschl,438393961-9,1,6,01/08/2002
ksevernss,995337648-4,2,1,21/01/2020
chonschl,967177836-4,5,5,01/10/2012
ksevernss,592521965-1,8,2,06/03/2021
dbeckham14,469929970-9,9,1,19/04/2008
amurkitt15,913875266-2,4,2,01/08/2002
bchazette16,925102302-6,8,2,21/01/2020
dbeckham14,295726978-3,9,6,01/10/2012
amurkitt15,877941969-0,2,3,06/03/2021
bchazette16,249784025-3,4,4,19/04/2008
dbeckham14,820216036-7,4,6,01/08/2002
amurkitt15,370251093-1,2,2,23/12/2012
bchazette16,370251093-1,3,3,19/07/2014
dbeckham14,370251093-1,3,2,30/06/2009
amurkitt15,370251093-1,1,1,08/07/2007
bchazette16,370251093-1,4,5,23/03/2012
dbeckham14,370251093-1,5,4,01/03/2016
amurkitt15,925102302-6,2,2,31/03/2009
bchazette16,295726978-3,4,1,17/11/2009
aleftwichd,877941969-0,9,5,05/01/2004
tlestrangee,925102302-6,8,5,09/01/2010
jyoutheadf,295726978-3,4,6,16/08/2001
aabramovicig,877941969-0,4,6,31/12/2006
gmacnallyh,742281678-3,6,3,17/11/2009
