User_ID,ISBN,RentAmount,Quantity,Date
dmeadowcraft2,396182102-X,3,3,10/05/2021
jmagowan0,695752381-0,5,2,07/12/2020
cmoules1,111579298-9,4,4,06/10/2020
dmeadowcraft2,127782387-1,5,2,10/05/2021
jmagowan0,840555691-5,9,6,07/12/2020
cmoules1,386759439-2,5,3,06/10/2020
dmeadowcraft2,187636157-3,2,6,10/05/2021
jmagowan0,595391563-2,5,3,07/12/2020
cmoules1,087461628-X,8,4,06/10/2020
dmeadowcraft2,416380290-8,8,3,10/05/2021
jmagowan0,540195342-9,9,6,07/12/2020
cmoules1,396182102-X,8,2,06/10/2020
dmeadowcraft2,695752381-0,9,5,10/05/2021
jmagowan0,111579298-9,2,6,07/12/2020
cmoules1,127782387-1,2,4,06/10/2020
dmeadowcraft2,840555691-5,2,2,10/05/2021
jmagowan0,386759439-2,2,1,07/12/2020
cmoules1,187636157-3,2,6,06/10/2020
dmeadowcraft2,595391563-2,5,3,10/05/2021
dmeadowcraft2,087461628-X,5,5,10/05/2021
jmagowan0,416380290-8,9,6,07/12/2020
cmoules1,540195342-9,1,2,06/10/2020
dmeadowcraft2,396182102-X,8,4,10/05/2021
jmagowan0,840555691-5,9,6,07/12/2020
cmoules1,386759439-2,8,3,06/10/2020
dmeadowcraft2,187636157-3,4,1,10/05/2021
jmagowan0,127782387-1,7,3,07/12/2020
cmoules1,840555691-5,9,4,06/10/2020
dmeadowcraft2,386759439-2,2,3,10/05/2021
jmagowan0,840555691-5,1,2,07/12/2020
cmoules1,386759439-2,5,6,06/10/2020
dmeadowcraft2,187636157-3,4,4,10/05/2021
jmagowan0,127782387-1,9,5,07/12/2020
cmoules1,840555691-5,4,4,06/10/2020
dmeadowcraft2,386759439-2,1,3,10/05/2021
jmagowan0,840555691-5,6,1,07/12/2020
cmoules1,386759439-2,3,4,06/10/2020
dmeadowcraft2,187636157-3,9,5,10/05/2021
jmagowan0,127782387-1,5,2,07/12/2020
cmoules1,840555691-5,6,1,06/10/2020
dmeadowcraft2,386759439-2,7,1,10/05/2021
jmagowan0,840555691-5,1,4,07/12/2020
cmoules1,386759439-2,7,2,06/10/2020
jmagowan0,187636157-3,2,4,07/12/2020
cmoules1,127782387-1,2,6,06/10/2020
dmeadowcraft2,840555691-5,2,4,10/05/2021
sturl3,386759439-2,5,4,01/03/2021
echallenor4,099672263-7,6,1,11/13/2019
fdignall0,360741969-8,3,5,29/12/2012
tstuckley1,149441797-9,5,4,04/04/2013
eshasnan2,217481693-8,6,1,12/06/2007
dknell3,329006851-X,4,1,11/03/2022
gabazi4,435349233-0,2,4,10/08/2010
cle5,551101480-X,6,3,17/09/2011
cohrtmann6,726063840-0,3,2,10/06/2014
fwellard7,386403216-4,9,2,28/05/2016
tcoch8,000205887-1,1,2,08/02/2016
jmagowan0,948233760-3,2,1,07/12/2020
cmoules1,029942479-0,6,1,06/10/2020
dmeadowcraft2,099672263-7,8,3,10/05/2021
sturl3,360741969-8,4,5,01/03/2021
echallenor4,149441797-9,7,1,11/13/2019
fdignall0,217481693-8,2,3,29/12/2012
tstuckley1,329006851-X,3,2,04/04/2013
eshasnan2,435349233-0,3,2,12/06/2007
dknell3,551101480-X,6,4,11/03/2022
gabazi4,726063840-0,5,1,10/08/2010
cle5,386403216-4,6,5,17/09/2011
cohrtmann6,000205887-1,7,2,10/06/2014
fwellard7,948233760-3,3,6,28/05/2016
tcoch8,029942479-0,5,3,08/02/2016
nduignanc,099672263-7,4,4,04/08/2012
ptinmand,360741969-8,2,5,09/02/2014
mclementele,149441797-9,6,3,11/10/2011
tbaggf,217481693-8,6,3,25/06/2010
cswatlandg,329006851-X,6,2,17/05/2011
awinnh,435349233-0,7,6,30/03/2018
lclampei,551101480-X,9,1,23/12/2012
mojojo3,726063840-0,6,2,19/07/2014
fdugue0,386403216-4,6,4,03/07/2019
nduignanc,000205887-1,4,3,04/08/2012
ptinmand,948233760-3,7,2,09/02/2014
mclementele,029942479-0,6,6,11/10/2011
tbaggf,099672263-7,5,1,25/06/2010
cswatlandg,360741969-8,1,4,17/05/2011
awinnh,149441797-9,9,5,30/03/2018
lclampei,217481693-8,3,5,23/12/2012
mojojo3,329006851-X,8,3,19/07/2014
fdugue0,435349233-0,8,4,03/07/2019
fdugue0,551101480-X,5,2,03/07/2019
fdugue0,726063840-0,2,2,03/07/2019
fdugue0,386403216-4,1,3,03/07/2019
fdugue0,000205887-1,6,6,03/07/2019
fdugue0,948233760-3,7,4,03/07/2019
fdugue0,029942479-0,2,3,03/07/2019
fdugue0,099672263-7,5,6,03/07/2019
fdugue0,360741969-8,7,2,03/07/2019
fdugue0,149441797-9,3,1,03/07/2019
fdugue0,217481693-8,6,5,03/07/2019
fdugue0,329006851-X,2,1,03/07/2019
fdugue0,435349233-0,1,1,03/07/2019
fdugue0,551101480-X,9,6,03/07/2019
fdugue0,726063840-0,4,1,03/07/2019
fdugue0,386403216-4,6,4,03/07/2019
fdugue0,000205887-1,2,1,03/07/2019
fdugue0,948233760-3,5,4,03/07/2019
fdugue0,029942479-0,6,1,03/07/2019
fdugue0,396182102-X,2,2,03/07/2019
fdugue0,313557961-1,7,6,03/07/2019
fdugue0,239075900-9,7,3,03/07/2019
fdignall0,744922905-6,6,1,29/12/2012
tstuckley1,315668918-1,8,6,04/04/2013
eshasnan2,671151961-2,7,6,12/06/2007
dknell3,099672263-7,2,3,11/03/2022
fdignall0,360741969-8,7,4,29/12/2012
tstuckley1,149441797-9,1,1,04/04/2013
eshasnan2,217481693-8,8,3,12/06/2007
dknell3,329006851-X,5,5,11/03/2022
fdignall0,695752381-0,2,5,29/12/2012
tstuckley1,111579298-9,8,4,04/04/2013
eshasnan2,127782387-1,2,5,12/06/2007
dknell3,840555691-5,5,2,11/03/2022
fdignall0,386759439-2,7,1,29/12/2012
tstuckley1,187636157-3,2,2,04/04/2013
eshasnan2,595391563-2,2,2,12/06/2007
dknell3,695752381-0,2,1,11/03/2022
fdignall0,111579298-9,1,3,29/12/2012
tstuckley1,127782387-1,2,5,04/04/2013
eshasnan2,840555691-5,3,6,12/06/2007
dknell3,386759439-2,4,4,11/03/2022
fdignall0,187636157-3,7,1,29/12/2012
tstuckley1,595391563-2,6,1,04/04/2013
eshasnan2,695752381-0,1,2,12/06/2007
dknell3,111579298-9,2,6,11/03/2022
fdignall0,127782387-1,8,6,29/12/2012
tstuckley1,840555691-5,4,3,04/04/2013
eshasnan2,386759439-2,4,2,12/06/2007
dknell3,187636157-3,1,6,11/03/2022
fdignall0,595391563-2,1,1,29/12/2012
tstuckley1,695752381-0,5,2,04/04/2013
eshasnan2,111579298-9,3,2,12/06/2007
dknell3,127782387-1,6,2,11/03/2022
fdignall0,840555691-5,1,3,29/12/2012
tstuckley1,386759439-2,3,3,04/04/2013
eshasnan2,187636157-3,8,4,12/06/2007
dknell3,595391563-2,3,1,11/03/2022
fdignall0,695752381-0,7,5,29/12/2012
tstuckley1,111579298-9,6,3,04/04/2013
eshasnan2,127782387-1,6,6,12/06/2007
dknell3,840555691-5,6,6,11/03/2022
fdignall0,386759439-2,2,3,29/12/2012
tstuckley1,187636157-3,1,4,04/04/2013
eshasnan2,595391563-2,9,3,12/06/2007
dknell3,695752381-0,1,5,11/03/2022
fdignall0,111579298-9,6,3,29/12/2012
tstuckley1,127782387-1,3,3,04/04/2013
eshasnan2,840555691-5,5,2,12/06/2007
dknell3,386759439-2,9,1,11/03/2022
fdignall0,187636157-3,5,4,29/12/2012
tstuckley1,595391563-2,1,2,04/04/2013
eshasnan2,695752381-0,5,2,12/06/2007
dknell3,111579298-9,1,3,11/03/2022
fdignall0,127782387-1,7,4,29/12/2012
tstuckley1,840555691-5,5,6,04/04/2013
eshasnan2,386759439-2,9,6,12/06/2007
dknell3,187636157-3,1,2,11/03/2022
fdignall0,595391563-2,9,6,29/12/2012
tstuckley1,695752381-0,9,2,04/04/2013
eshasnan2,111579298-9,9,4,12/06/2007
dknell3,127782387-1,7,4,11/03/2022
fdignall0,840555691-5,3,6,29/12/2012
tstuckley1,386759439-2,3,4,04/04/2013
eshasnan2,187636157-3,3,6,12/06/2007
dknell3,595391563-2,7,4,11/03/2022
dmeadowcraft2,695752381-0,9,5,10/05/2021
sturl3,111579298-9,4,1,01/03/2021
echallenor4,127782387-1,7,5,11/13/2019
fdignall0,840555691-5,3,5,29/12/2012
tstuckley1,386759439-2,5,5,04/04/2013
eshasnan2,187636157-3,9,1,12/06/2007
dknell3,595391563-2,9,3,11/03/2022
gabazi4,695752381-0,1,1,10/08/2010
cle5,111579298-9,9,4,17/09/2011
cohrtmann6,127782387-1,3,2,10/06/2014
fwellard7,840555691-5,6,1,28/05/2016
tcoch8,386759439-2,7,1,08/02/2016
kbrugemann9,187636157-3,5,1,17/07/2012
headena,595391563-2,1,1,08/11/2017
escholtisb,695752381-0,3,3,12/08/2020
nduignanc,111579298-9,7,6,04/08/2012
dmeadowcraft2,127782387-1,1,5,10/05/2021
sturl3,840555691-5,8,5,01/03/2021
echallenor4,386759439-2,1,4,11/13/2019
fdignall0,187636157-3,6,1,29/12/2012
tstuckley1,595391563-2,5,3,04/04/2013
eshasnan2,025458379-2,6,4,12/06/2007
dknell3,357421972-5,1,4,11/03/2022
gabazi4,695752381-0,3,2,10/08/2010
cle5,111579298-9,4,5,17/09/2011
cohrtmann6,127782387-1,1,1,10/06/2014
fwellard7,840555691-5,3,5,28/05/2016
tcoch8,386759439-2,7,4,08/02/2016
kbrugemann9,187636157-3,1,1,17/07/2012
headena,595391563-2,2,6,08/11/2017
escholtisb,087461628-X,6,4,12/08/2020
nduignanc,416380290-8,2,2,04/08/2012
tcoch8,540195342-9,1,5,08/02/2016
kbrugemann9,396182102-X,3,2,17/07/2012
headena,313557961-1,4,6,08/11/2017
escholtisb,239075900-9,4,3,12/08/2020
nduignanc,744922905-6,7,1,04/08/2012
tcoch8,315668918-1,2,5,08/02/2016
kbrugemann9,671151961-2,2,4,17/07/2012
headena,099672263-7,4,4,08/11/2017
escholtisb,087461628-X,4,6,12/08/2020
nduignanc,416380290-8,3,6,04/08/2012
escholtisb,540195342-9,4,1,12/08/2020
nduignanc,396182102-X,8,6,04/08/2012
escholtisb,087461628-X,7,3,11/03/2022
nduignanc,416380290-8,2,5,29/12/2012
tcoch8,540195342-9,1,1,04/04/2013
kbrugemann9,396182102-X,8,4,12/06/2007
headena,313557961-1,4,2,11/03/2022
escholtisb,239075900-9,2,5,29/12/2012
nduignanc,744922905-6,4,4,04/04/2013
tcoch8,315668918-1,9,5,12/06/2007
kbrugemann9,671151961-2,5,2,11/03/2022
headena,099672263-7,4,4,29/12/2012
escholtisb,087461628-X,7,1,04/04/2013
nduignanc,416380290-8,6,4,12/06/2007
escholtisb,540195342-9,8,3,11/03/2022
escholtisb,087461628-X,3,6,29/12/2012
nduignanc,416380290-8,2,3,04/04/2013
tcoch8,540195342-9,3,4,12/06/2007
kbrugemann9,396182102-X,9,2,11/03/2022
headena,313557961-1,2,3,10/06/2014
escholtisb,239075900-9,1,2,28/05/2016
nduignanc,744922905-6,6,3,08/02/2016
tcoch8,315668918-1,4,6,04/08/2012
kbrugemann9,671151961-2,3,4,09/02/2014
headena,099672263-7,9,6,11/10/2011
escholtisb,087461628-X,7,5,25/06/2010
nduignanc,416380290-8,7,2,17/05/2011
escholtisb,540195342-9,8,4,30/03/2018
escholtisb,087461628-X,4,6,23/12/2012
nduignanc,416380290-8,7,6,19/07/2014
tcoch8,540195342-9,1,2,03/07/2019
kbrugemann9,396182102-X,5,3,04/08/2012
headena,313557961-1,6,6,09/02/2014
escholtisb,239075900-9,3,3,11/10/2011
nduignanc,744922905-6,3,5,25/06/2010
tcoch8,315668918-1,5,2,09/02/2014
kbrugemann9,671151961-2,4,5,11/10/2011
headena,099672263-7,8,5,25/06/2010
escholtisb,087461628-X,4,2,17/05/2011
nduignanc,416380290-8,1,6,30/03/2018
escholtisb,540195342-9,1,3,23/12/2012
escholtisb,087461628-X,8,4,30/03/2018
headena,087461628-X,5,3,08/11/2017
