User_ID,ISBN,RentAmount,Quantity,Date
hfendlowr,787958305-X,28,4,11/04/2016
ksevernss,802353308-8,10,1,01/09/2019
aprobbint,252891833-X,43,1,26/11/2016
gtrussu,757425460-5,31,4,28/07/2019
spercyv,069692414-5,35,2,06/11/2021
bmerrimanw,323011846-4,23,3,08/02/2015
lwarlowex,622476029-2,32,1,08/01/2018
tnorthagey,924101654-X,4,4,11/03/2021
afarmerz,775623506-1,6,3,15/03/2016
bhinkesj,483439354-2,44,2,04/01/2017
acrimk,085794653-6,37,2,26/08/2017
chonschl,913875266-2,2,3,15/10/2015
jservantm,925102302-6,37,2,09/03/2017
rnorthbridgen,295726978-3,17,1,12/05/2016
rearwickero,877941969-0,2,6,09/07/2018
bmacgrayp,249784025-3,17,4,05/05/2016
jlindemannq,820216036-7,46,1,28/06/2016
hfendlowr,370251093-1,30,2,24/07/2020
ksevernss,273493707-7,39,2,30/05/2017
aprobbint,913875266-2,2,5,31/10/2021
gtrussu,925102302-6,37,1,15/01/2019
spercyv,295726978-3,17,2,27/12/2019
bmerrimanw,877941969-0,2,6,08/07/2018
lwarlowex,249784025-3,17,3,23/11/2021
tnorthagey,820216036-7,46,4,24/01/2017
afarmerz,370251093-1,30,2,09/01/2015
bhinkesj,273493707-7,39,1,08/01/2017
acrimk,088004097-1,33,5,27/02/2021
chonschl,027205484-4,10,5,29/06/2016
jservantm,674244797-4,47,3,01/01/2020
rnorthbridgen,794740396-1,49,6,11/03/2018
rearwickero,787958305-X,28,3,06/04/2018
bmacgrayp,802353308-8,10,5,24/10/2015
jlindemannq,252891833-X,43,3,17/04/2022
hfendlowr,757425460-5,31,3,25/02/2016
ksevernss,069692414-5,35,2,16/01/2021
aprobbint,323011846-4,23,3,14/08/2016
gtrussu,622476029-2,32,6,17/09/2018
spercyv,924101654-X,4,2,01/05/2017
bmerrimanw,775623506-1,6,1,24/12/2019
lwarlowex,483439354-2,44,1,16/05/2020
tnorthagey,085794653-6,37,5,20/09/2015
afarmerz,289750471-4,22,1,04/01/2019
ahaggart9,742281678-3,13,6,26/08/2021
kwateridgea,014433655-3,14,3,03/11/2020
mmattingsonb,066881290-7,31,3,04/11/2015
ljosskovizc,742281678-3,13,4,25/04/2019
aleftwichd,014433655-3,14,3,23/01/2015
tlestrangee,066881290-7,31,2,03/05/2015
jyoutheadf,742281678-3,13,1,11/12/2015
aabramovicig,014433655-3,14,5,02/02/2015
gmacnallyh,066881290-7,31,1,29/01/2018
lbohjei,742281678-3,13,1,08/05/2019
bhinkesj,014433655-3,14,4,25/11/2019
acrimk,066881290-7,31,6,06/03/2016
chonschl,742281678-3,13,3,09/11/2016
jservantm,014433655-3,14,4,09/01/2021
rnorthbridgen,066881290-7,31,1,16/12/2019
rearwickero,742281678-3,13,5,11/05/2015
bmacgrayp,014433655-3,14,6,27/03/2021
jlindemannq,066881290-7,31,2,12/01/2017
hfendlowr,742281678-3,13,1,14/05/2021
gtrussu,014433655-3,14,5,24/09/2017
spercyv,066881290-7,31,3,03/12/2019
bmerrimanw,742281678-3,13,5,10/08/2020
lwarlowex,014433655-3,14,4,01/01/2017
tnorthagey,066881290-7,31,3,23/02/2017
afarmerz,925102302-6,37,5,22/07/2017
lelphinstone10,295726978-3,17,2,19/08/2017
cmordon11,877941969-0,2,4,25/11/2020
yrawls12,249784025-3,17,2,29/11/2020
gtrussu,820216036-7,46,1,02/06/2017
spercyv,370251093-1,30,4,15/09/2015
bmerrimanw,273493707-7,39,1,23/09/2020
lwarlowex,965444027-X,17,2,20/12/2019
tnorthagey,381695710-2,35,1,18/05/2020
afarmerz,561432384-8,14,4,01/12/2015
lelphinstone10,925102302-6,37,2,23/05/2021
cmordon11,295726978-3,17,2,22/06/2016
yrawls12,877941969-0,2,1,07/09/2018
gtrussu,249784025-3,17,6,12/12/2018
spercyv,820216036-7,46,3,13/05/2019
bmerrimanw,370251093-1,30,4,05/09/2018
lwarlowex,273493707-7,39,6,01/06/2019
tnorthagey,965444027-X,17,2,30/12/2016
afarmerz,381695710-2,35,5,29/11/2018
lelphinstone10,561432384-8,14,1,08/03/2015
cmordon11,925102302-6,37,4,29/11/2016
yrawls12,295726978-3,17,2,22/04/2016
gtrussu,877941969-0,2,6,01/03/2021
spercyv,249784025-3,17,1,21/12/2017
bmerrimanw,820216036-7,46,2,23/07/2016
lwarlowex,370251093-1,30,2,28/04/2015
tnorthagey,273493707-7,39,1,10/05/2018
afarmerz,965444027-X,17,2,28/12/2017
lelphinstone10,381695710-2,35,2,26/08/2017
cmordon11,561432384-8,14,2,06/05/2018
yrawls12,088004097-1,33,4,20/08/2017
chonschl,027205484-4,10,4,01/12/2017
jservantm,674244797-4,47,3,01/09/2020
rnorthbridgen,794740396-1,49,2,20/02/2017
rearwickero,787958305-X,28,1,08/07/2021
bmacgrayp,802353308-8,10,5,10/08/2021
jlindemannq,252891833-X,43,3,26/06/2015
hfendlowr,757425460-5,31,3,07/03/2022
ksevernss,088004097-1,33,5,28/05/2021
chonschl,027205484-4,10,4,07/02/2015
jservantm,674244797-4,47,6,31/05/2016
rnorthbridgen,794740396-1,49,3,03/06/2016
rearwickero,787958305-X,28,4,25/06/2018
bmacgrayp,802353308-8,10,5,27/10/2020
jlindemannq,252891833-X,43,1,24/07/2017
hfendlowr,757425460-5,31,6,12/01/2015
ksevernss,088004097-1,33,5,18/11/2018
chonschl,027205484-4,10,6,08/04/2021
jservantm,674244797-4,47,3,01/03/2017
rnorthbridgen,794740396-1,49,2,30/12/2021
rearwickero,787958305-X,28,5,14/03/2015
bmacgrayp,802353308-8,10,1,02/11/2018
jlindemannq,252891833-X,43,2,05/08/2016
hfendlowr,757425460-5,31,1,21/10/2021
ksevernss,742281678-3,13,4,11/01/2018
chonschl,014433655-3,14,5,05/06/2017
jservantm,066881290-7,31,6,02/02/2020
rnorthbridgen,438393961-9,36,4,23/12/2020
rearwickero,995337648-4,46,5,25/10/2015
bmacgrayp,967177836-4,7,2,12/02/2019
jlindemannq,592521965-1,46,4,12/04/2015
hfendlowr,469929970-9,24,6,09/04/2021
ksevernss,913875266-2,2,5,01/07/2020
chonschl,925102302-6,37,3,05/05/2016
jservantm,295726978-3,17,4,09/02/2017
rnorthbridgen,877941969-0,2,6,09/06/2020
rearwickero,249784025-3,17,5,18/10/2020
bmacgrayp,820216036-7,46,3,08/09/2016
jlindemannq,370251093-1,30,2,20/08/2019
hfendlowr,273493707-7,39,5,12/09/2017
ksevernss,965444027-X,17,6,12/08/2021
bmacgrayp,381695710-2,35,5,18/07/2019
jlindemannq,925102302-6,37,3,06/03/2022
hfendlowr,295726978-3,17,4,20/04/2015
ksevernss,877941969-0,2,2,11/10/2015
