User_ID,ISBN,RentAmount,Quantity,Date
dknell3,127782387-1,11,2,20/04/2021
fdignall0,840555691-5,31,3,13/07/2021
tstuckley1,386759439-2,46,3,09/12/2019
eshasnan2,187636157-3,42,4,03/07/2021
dknell3,595391563-2,31,1,02/02/2016
fdignall0,695752381-0,48,5,31/05/2015
tstuckley1,111579298-9,50,3,12/05/2021
eshasnan2,127782387-1,11,6,04/12/2019
dknell3,840555691-5,31,6,27/06/2020
fdignall0,386759439-2,46,3,26/05/2017
tstuckley1,187636157-3,42,4,08/06/2020
eshasnan2,595391563-2,31,3,16/01/2022
dknell3,695752381-0,48,5,23/01/2016
fdignall0,111579298-9,50,3,20/08/2019
tstuckley1,127782387-1,11,3,06/03/2021
eshasnan2,840555691-5,31,2,16/10/2015
dknell3,386759439-2,46,1,17/01/2015
fdignall0,187636157-3,42,4,21/08/2017
tstuckley1,595391563-2,31,2,17/02/2022
eshasnan2,695752381-0,48,2,07/10/2016
dknell3,111579298-9,50,3,01/01/2017
fdignall0,127782387-1,11,4,08/06/2016
tstuckley1,840555691-5,31,6,11/07/2016
eshasnan2,386759439-2,46,6,30/06/2018
dknell3,187636157-3,42,2,19/07/2016
fdignall0,595391563-2,31,6,05/08/2017
tstuckley1,695752381-0,48,2,01/06/2017
eshasnan2,111579298-9,50,4,03/02/2022
dknell3,127782387-1,11,4,13/06/2016
fdignall0,840555691-5,31,6,24/11/2017
tstuckley1,386759439-2,46,4,24/08/2018
eshasnan2,187636157-3,42,6,17/01/2018
dknell3,595391563-2,31,4,08/10/2018
dmeadowcraft2,695752381-0,48,5,02/09/2021
sturl3,111579298-9,50,1,24/03/2020
echallenor4,127782387-1,11,5,20/05/2015
fdignall0,840555691-5,31,5,05/11/2015
tstuckley1,386759439-2,46,5,04/09/2018
eshasnan2,187636157-3,42,1,24/01/2016
dknell3,595391563-2,31,3,27/05/2020
gabazi4,695752381-0,48,1,29/09/2019
cle5,111579298-9,50,4,16/03/2018
cohrtmann6,127782387-1,11,2,18/05/2016
fwellard7,840555691-5,31,1,16/03/2019
tcoch8,386759439-2,46,1,22/07/2021
kbrugemann9,187636157-3,42,1,13/06/2019
headena,595391563-2,31,1,19/05/2020
escholtisb,695752381-0,48,3,08/03/2021
nduignanc,111579298-9,50,6,11/12/2018
dmeadowcraft2,127782387-1,11,5,20/01/2022
sturl3,840555691-5,31,5,20/08/2020
echallenor4,386759439-2,46,4,17/11/2018
fdignall0,187636157-3,42,1,01/12/2017
tstuckley1,595391563-2,31,3,07/05/2019
eshasnan2,025458379-2,39,4,29/07/2016
dknell3,357421972-5,30,4,09/06/2017
gabazi4,695752381-0,48,2,14/06/2016
cle5,111579298-9,50,5,21/02/2019
cohrtmann6,127782387-1,11,1,05/02/2019
fwellard7,840555691-5,31,5,12/08/2016
tcoch8,386759439-2,46,4,16/06/2021
kbrugemann9,187636157-3,42,1,23/04/2017
headena,595391563-2,31,6,11/09/2018
escholtisb,087461628-X,39,4,28/05/2019
nduignanc,416380290-8,30,2,31/10/2018
tcoch8,540195342-9,48,5,20/02/2022
kbrugemann9,396182102-X,50,2,03/01/2022
headena,313557961-1,45,6,10/11/2020
escholtisb,239075900-9,15,3,14/06/2017
nduignanc,744922905-6,45,1,18/08/2019
tcoch8,315668918-1,38,5,06/04/2020
kbrugemann9,671151961-2,25,4,13/03/2022
headena,099672263-7,44,4,21/11/2016
escholtisb,087461628-X,39,6,21/08/2021
nduignanc,416380290-8,30,6,21/06/2015
escholtisb,540195342-9,48,1,20/05/2015
nduignanc,396182102-X,50,6,09/10/2020
